BILL_TO,DATE,DUE_DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_NAME,TABLE,TAX,TITLE,TOTAL,TOTAL_WORDS,_source_file
"BILL_TO:
Deborah Wyatt
391 Phillips Turnpike
South Danny, AL 83500 US
Tel:+(928)451-1141
Email:ajenkins@example.org
Site:http://diaz-johnson.com/",Date: 03-Mar-1996,Due Date : 07-Mar-2014,[],,Thank you for choosing us!,INVOICE ID 6Y9M8d-936,"TAX INVOICE

NK.NAG & CO,

Date: 03-Mar-1996
INVOICE ID 6Y9M8d-936
PO Number :00

BILL_TO:

Deborah Wyatt

391 Phillips Turnpike

South Danny, AL 83500 US
Tel:+(928)451-1141
Email:ajenkins@example.org
Site:http://diaz-johnson.com/

Due Date : 07-Mar-2014

133898 Property leave record.
654982 29.52 88.56

269608 55.53 333.18
588918 _| Letter head. 70.36 422.16

[4.00 | 740626 _| Usually quite break local. 40.98 163.92

TAX:VAT (6.95%): 70.06 EUR
TOTAL : 1055.25 EUR

Thank you for choosing us!

Total in words: one thousand and fift-
y-five point two five
",PO Number :00,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.95%):  70.06 EUR,TAX INVOICE,TOTAL : 1055.25 EUR,"Total in words:  one thousand and fift-
y-five point two five",Template3_Instance167.json
"BILL_TO:
Christopher Perez
782 Kim Burgs Suite 940
Josephton, PR 41166 US
Tel:+(601)467-2052
Email:allenmarilyn@example.com
Site:https://www.barrett.com/",Date: 30-Jan-1996,Due Date : 02-Jan-1999,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # INV41898186,"INVOICE

NK.NAG & CO,

Date: 30-Jan-1996
INVOICE # INV41898186
PO Number :35

BILL_TO:

Christopher Perez

782 Kim Burgs Suite 940
Josephton, PR 41166 US
Tel:+(601)467-2052
Email:allenmarilyn@example.com
Site:https://www.barrett.com/

Due Date : 02-Jan-1999

laty lin | Deseription | Unit price | Amoun

183521 _| Art late. 53.13 212.52
051308 _| Soon data strong. 26.94 53.88

. 0, .
Note: All payments to be made in cash. TAXVAT (5.42%): 14.44 USD

Contact us for queries on these quotations. TOTAL : 275.59 USD

Total in words: two hundred and sevent-
y-five point five nine
",PO Number :35,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.42%):  14.44 USD,INVOICE,TOTAL : 275.59 USD,"Total in words:  two hundred and sevent-
y-five point five nine",Template3_Instance168.json
"BILL_TO:
Nathaniel York
4832 Sarah Dale Apt. 094
Carrollmouth, NV 23157 US
Tel:+(507)968-4071
Email:matthewhorton@example.org
Site:https://fowler.com/",Invoice Date: 19-Aug-2011,Due Date : 07-Mar-2003,[],,Thank you for choosing us!,INVOICE ID 9804-083,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 19-Aug-2011

INVOICE ID 9804-083
PO Number :92

BILL_TO:

Nathaniel York

4832 Sarah Dale Apt. 094
Carrollmouth, NV 23157 US
Tel:+(507)968-4071
Email:matthewhorton@example.org
Site:https://fowler.com/

Due Date : 07-Mar-2003

laty lin | Deseription | Unit price | Amoun

758508 __| Stuff but. 53.24 319.44

/4.00 | 001668 54,74 54.74

923794 _| Born develop present. 76.56 76.56

TAX:VAT (3.44%): 15.52 $
TOTAL : 457.52 $

Thank you for choosing us!

Total in words: four hundred and fift-
y-seven point five two
",PO Number :92,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.44%):  15.52 $,TAX INVOICE,TOTAL : 457.52 $,"Total in words:  four hundred and fift-
y-seven point five two",Template3_Instance169.json
"BILL_TO:
Thomas Powers
3230 Eric Pike Suite 226
North Elizabeth, FL 66387 US
Tel:+(073)109-2858
Email:smithpeter@example.net
Site:http://lewis-evans.com/",Invoice Date: 01-Jan-2013,Due Date : 24-Feb-2022,[],,Thank you for your business!,Invoice number 6Y2M2d-380,"COMMERCIAL INVOICE
NK.NAG & CO,

Invoice Date: 01-Jan-2013
Invoice number 6Y2M2d-380
PO Number :38

BILL_TO:

Thomas Powers

3230 Eric Pike Suite 226

North Elizabeth, FL 66387 US
Tel:+(073)109-2858
Email:smithpeter@example.net
Site:http://lewis-evans.com/

Due Date : 24-Feb-2022

laty lin | Deseription | Unit price | Amoun

[2.00 | 595680 22.11 44.22
13.00 | 656725 | Work current forget. 27.59 82.77

TAX:VAT (6.28%): 7.98 USD

Thank you for your business!
TOTAL : 129.38 USD

Total in words: one hundred and twenty-
-nine point three eight
",PO Number :38,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.28%):  7.98 USD,COMMERCIAL INVOICE,TOTAL : 129.38 USD,"Total in words:  one hundred and twenty-
-nine point three eight",Template3_Instance17.json
"BILL_TO:
Jennifer Erickson
01257 Timothy Trail Apt. 918
Andrewsfort, CO 10104 US
Tel:+(933)618-7105
Email:chrishernandez@example.org
Site:https://jackson.info/",Date: 04-Nov-2006,Due Date : 20-Dec-2004,[],,Thank you for your business!,INVOICE # 8Y7M1d-707,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 04-Nov-2006
INVOICE # 8Y7M1d-707
PO Number :07

BILL_TO:

Jennifer Erickson

01257 Timothy Trail Apt. 918
Andrewsfort, CO 10104 US
Tel:+(933)618-7105
Email:chrishernandez@example.org
Site:https://jackson.info/

Due Date : 20-Dec-2004

5.00 | 895643 70.30 351.50

[3.00 | 443094 38.59 415.77

395398 Least expert company much. 80.51 241.53
399692 _| Able kind. 46.80 234.00

TAX:VAT (4.26%): 40.12 EUR
TOTAL : 945.21 EUR

Thank you for your business!

Total in words: nine hundred and for-
ty-five point two one
",PO Number :07,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.26%):  40.12 EUR,COMMERCIAL INVOICE,TOTAL : 945.21 EUR,"Total in words:  nine hundred and for-
ty-five point two one",Template3_Instance170.json
"BILL_TO:
Steven Phillips
24469 Tanya Bypass Apt. 182
Nicholasshire, CO 75361 US
Tel:+(391)618-6604
Email:joegaines@example.net
Site:http://www.davidson.com/",Invoice Date: 23-Jul-2007,Due Date : 13-Jun-2022,[],,Thank you for choosing us!,Invoice number 4Y1M6d-954,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 23-Jul-2007
Invoice number 4Y 1M6d-954
PO Number :59

BILL_TO:

Steven Phillips

24469 Tanya Bypass Apt. 182
Nicholasshire, CO 75361 US
Tel:+(391)618-6604
Email:joegaines@example.net
Site:http://www.davidson.com/

Due Date : 13-Jun-2022

/4.00 | 216624 81.80 327.20

200068 _| Thing whom phone. 31.13 31.13
510344 89.19 89.19

336117 _| Real describe approach. 47.38 142.14

TAX:VAT (4.98%): 29.39 USD

Thank you for choosing us!
TOTAL : 611.62 USD

Total in words: six hundred and el-
even point six two
",PO Number :59,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.98%):  29.39 USD,TAX INVOICE,TOTAL : 611.62 USD,"Total in words:  six hundred and el-
even point six two",Template3_Instance171.json
"BILL_TO:
Dennis Estrada
6820 Griffith Oval
Port Loretta, NY 28420 US
Tel:+(427)139-7680
Email:dgarner@example.org
Site:https://harris-bauer.org/",Date: 02-Nov-2021,Due Date : 12-Feb-1996,[],,Thank you for choosing us!,Invoice number INV/59-18/514,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 02-Nov-2021
Invoice number INV/59-18/514
PO Number :73

BILL_TO:

Dennis Estrada

6820 Griffith Oval

Port Loretta, NY 28420 US
Tel:+(427)139-7680
Email:dgarner@example.org
Site:https://harris-bauer.org/

Due Date : 12-Feb-1996

[2.00 | 569260 99.10 198.20

[2.00 | 289493 14.64

[6.00 | 853583 _| Feeling feeling explain. 16.26
424133 36.43 145.72
406078 __| Century democratic. 68.68 68.68

TAX:VAT (3.47%): 15.39 $
TOTAL : 440.93 $

Thank you for choosing us!

Total in words: four hundred and fo-
rty point nine three
",PO Number :73,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.47%):  15.39 $,COMMERCIAL INVOICE,TOTAL : 440.93 $,"Total in words:  four hundred and fo-
rty point nine three",Template3_Instance172.json
"BILL_TO:
Danielle Doyle
2511 Strong Parkway
New Wesleyfurt, ID 80709 US
Tel:+(295)162-2746
Email:calhounnathan@example.org
Site:https://www.farley.biz/",Invoice Date: 28-Mar-1993,Due Date : 26-Jun-2011,[],,"Note:
This order is shipped through blue dart courier",INVOICE # INV/64-28/189,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 28-Mar-1993

INVOICE # INV/64-28/189
PO Number :43

BILL_TO:

Danielle Doyle

2511 Strong Parkway

New Wesleyfurt, ID 80709 US
Tel:+(295)162-2746
Email:calhounnathan@example.org
Site:https://www.farley.biz/

Due Date : 26-Jun-2011

[3.00 | 099185 16.04 48.12

441818 56.76 340.56

213429 _ | Note house read live. 63.01 252.04

Note: TAX:VAT (4.74%): 30.40 USD
This order is shipped through blue dart courier TOTAL : 661.00 USD

Total in words: six hundred -
and sixty-one
",PO Number :43,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.74%):  30.40 USD,TAX INVOICE,TOTAL : 661.00 USD,"Total in words:  six hundred -
and sixty-one",Template3_Instance173.json
"BILL_TO:
George Sanchez
456 Nichols Locks Suite 716
Justinberg, CO 08664 US
Tel:+(326)876-9919
Email:amata@example.com
Site:http://www.nicholson.biz/",Invoice Date: 17-May-2009,Due Date : 13-Jan-2003,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 7Y9M6d-090,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 17-May-2009
INVOICE # 7Y9M6d-090
PO Number :38

BILL_TO:

George Sanchez

456 Nichols Locks Suite 716
Justinberg, CO 08664 US
Tel:+(326)876-9919
Email:amata@example.com
Site:http://www.nicholson.biz/

Due Date : 13-Jan-2003

315406 _| Or population phone. 61.58 184.74
181163 _| About building model. 59.68 119.36

15.00 | 631701 __| Yourself send near. 65.48 327.40
14.00 | 927366 83.73 334.92

248281 _ | Agreement market skin. 49.53 49.53

. 0, .
Note: All payments to be made in cash. TAX:VAT (4.05%): 41.13 EUR
Contact us for queries on these quotations. TOTAL : 1040.22 EUR

Total in words: one thousand and f-
orty point two two
",PO Number :38,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.05%):  41.13 EUR,TAX INVOICE,TOTAL : 1040.22 EUR,"Total in words:  one thousand and f-
orty point two two",Template3_Instance174.json
"BILL_TO:
John Gray
22755 Johnson Knolls
New Christinaport, WY 12500 US
Tel:+(711)280-5515
Email:imiller@example.org
Site:https://chase.net/",Invoice Date: 06-Jun-2013,Due Date : 04-Oct-2008,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV/80-94/770,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 06-Jun-2013
INVOICE ID INV/80-94/770
PO Number :72

BILL_TO:

John Gray

22755 Johnson Knolls

New Christinaport, WY 12500 US
Tel:+(711)280-5515
Email:imiller@example.org
Site:https://chase.net/

Due Date : 04-Oct-2008

13.00 | 566146 | Newspaper strateay office. 75.33 225.99

840554 Produce international wide. 19.63 117.78

681565 _| Short qround health rule. 52.17 260.85

Note: TAX:VAT (4.00%): 24.20 $
This order is shipped through blue dart courier TOTAL : 602.70 $

Total in words: six hundred and-
two point seven
",PO Number :72,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.00%):  24.20 $,COMMERCIAL INVOICE,TOTAL : 602.70 $,"Total in words:  six hundred and-
two point seven",Template3_Instance175.json
"BILL_TO:
Michelle Stewart
9172 Jennifer Freeway
West Dustinton, CO 17929 US
Tel:+(100)507-8359
Email:granteric@example.com
Site:https://www.williamson.info/",Date: 12-Jul-1999,Due Date : 25-Oct-2022,[],,Note:Total payment due in 14 days.,Invoice number 5398-828,"COMMERCIAL INVOICE

NK.NAG & CO,

Date: 12-Jul-1999

Invoice number 5398-828
PO Number :35

BILL_TO:

Michelle Stewart

9172 Jennifer Freeway

West Dustinton, CO 17929 US
Tel:+(100)507-8359
Email:granteric@example.com
Site:https://www.williamson.info/

Due Date : 25-Oct-2022

[3.00 | 377748 90.19 270.57

634668 _| Collection social. 79.76 239.28

[5.00 | 738320 62.15 310.75

TAX:VAT (5.74%): 47.12 $
TOTAL : 832.93 $

Note:Total payment due in 14 days.

Total in words: eight hundred and thir-
ty-two point nine three
",PO Number :35,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.74%):  47.12 $,COMMERCIAL INVOICE,TOTAL : 832.93 $,"Total in words:  eight hundred and thir-
ty-two point nine three",Template3_Instance176.json
"BILL_TO:
Margaret Rodriguez
81936 Watson Falls Apt. 111
Brandonmouth, OR 50890 US
Tel:+(603)358-9121
Email:bgarrison@example.com
Site:https://www.walker-harris.info/",Invoice Date: 09-Feb-2006,Due Date : 18-Aug-2012,[],,Thank you for choosing us!,Invoice number INV23148731,"COMMERCIAL INVOICE

NK.NAG & CO,

Invoice Date: 09-Feb-2006

Invoice number INV23148731
PO Number :66

BILL_TO:

Margaret Rodriguez

81936 Watson Falls Apt. 111
Brandonmouth, OR 50890 US
Tel:+(603)358-9121
Email:bgarrison@example.com
Site:https://www.walker-harris.info/

Due Date : 18-Aug-2012

784712 87.50 262.50
16.00 | 550129 _| Physical data buy option. 86.30 517.80

[2.00 | 421477 98.41 196.82

759711

TAX:VAT (3.82%): 37.37 EUR
TOTAL : 990.89 EUR

Thank you for choosing us!

Total in words: nine hundred and nin-
ety point eight nine
",PO Number :66,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.82%):  37.37 EUR,COMMERCIAL INVOICE,TOTAL : 990.89 EUR,"Total in words:  nine hundred and nin-
ety point eight nine",Template3_Instance177.json
"BILL_TO:
Shannon Buck
2954 Brown Lights
Hollandbury, ME 42543 US
Tel:+(184)618-2025
Email:zpadilla@example.org
Site:http://ruiz-patrick.net/",Invoice Date: 12-May-1999,Due Date : 19-Sep-2022,[],,Note:Total payment due in 14 days.,Invoice number 6Y5M9d-941,"INVOICE

NK.NAG & CO,

Invoice Date: 12-May-1999
Invoice number 6Y5M9d-941
PO Number :09

BILL_TO:

Shannon Buck

2954 Brown Lights
Hollandbury, ME 42543 US
Tel:+(184)618-2025
Email:zpadilla@example.org
Site:http://ruiz-patrick.net/

Due Date : 19-Sep-2022

388275 __| Time identify service. 13.96
445635 88.10 440.50

960390 44.29 44.29
133496 _| Past tax prevent nor. 23.70 23.70
564503 _| Billion hour. 20.92 83.68

TAX:VAT (3.15%): 19.09 USD
TOTAL : 608.85 USD

Note:Total payment due in 14 days.

Total in words: six hundred and eig-
ht point eight five
",PO Number :09,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.15%):  19.09 USD,INVOICE,TOTAL : 608.85 USD,"Total in words:  six hundred and eig-
ht point eight five",Template3_Instance178.json
"BILL_TO:
Steven Smith
0817 Salas Neck Suite 308
South Rebeccahaven, VT 46351 US
Tel:+(516)626-8971
Email:pruittmadison@example.org
Site:https://www.walton-graham.info/",Invoice Date: 05-Dec-2021,Due Date : 20-May-1995,[],,Thank you for choosing us!,INVOICE # 4596-347,"INVOICE

NK.NAG & CO,

Invoice Date: 05-Dec-2021

INVOICE # 4596-347
PO Number :79

BILL_TO:

Steven Smith

0817 Salas Neck Suite 308

South Rebeccahaven, VT 46351 US
Tel:+(516)626-8971
Email:pruittmadison@example.org
Site:https://www.walton-graham.info/

Due Date : 20-May-1995

174068 Consumer always less smile. 15.40 30.80

977045 _| Role production next. 57.39 286.95
172514 | As summer. 22.26 66.78

16.00 | 835556 _| Like technology them. 31.14

TAX:VAT (6.92%): 28.76 $

Thank you for choosing us!
TOTAL : 440.23 $

Total in words: four hundred and fo-
rty point two three
",PO Number :79,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 408.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.92%):  28.76 $,INVOICE,TOTAL : 440.23 $,"Total in words:  four hundred and fo-
rty point two three",Template3_Instance179.json
"BILL_TO:
Thomas Duke
17576 Timothy Islands
Johnstad, MN 71551 US
Tel:+(994)766-6028
Email:rbrock@example.org
Site:http://www.lewis-velasquez.org/",Invoice Date: 03-Nov-2021,Due Date : 26-Jan-1994,[],,"Note:
This order is shipped through blue dart courier",Invoice number 9381-379,"INVOICE

NK.NAG & CO,

Invoice Date: 03-Nov-2021

Invoice number 9381-379
PO Number :20

BILL_TO:

Thomas Duke

17576 Timothy Islands

Johnstad, MN 71551 US
Tel:+(994)766-6028
Email:rbrock@example.org
Site:http://www.lewis-velasquez.org/

Due Date : 26-Jan-1994

1.00 | 816527 77.12 77.12

176101 _| Economy soon. 82.98 331.92

6.00 | 911440 61.49 368.94

Note: TAX:VAT (5.90%): 45.89 $
This order is shipped through blue dart courier TOTAL : 787.77 $

Total in words: seven hundred and eighty-
-seven point seven seven
",PO Number :20,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (5.90%):  45.89 $,INVOICE,TOTAL : 787.77 $,"Total in words:  seven hundred and eighty-
-seven point seven seven",Template3_Instance18.json
"BILL_TO:
Margaret Holmes
58284 Emily Avenue Apt. 945
Brownview, RI 54350 US
Tel:+(118)730-3679
Email:hsmith@example.org
Site:https://king.com/",Date: 18-Jun-2016,Due Date : 07-Feb-2016,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV27623504,"INVOICE

NK.NAG & CO,

Date: 18-Jun-2016

INVOICE ID INV27623504
PO Number :54

BILL_TO:

Margaret Holmes

58284 Emily Avenue Apt. 945
Brownview, RI 54350 US
Tel:+(118)730-3679
Email:hsmith@example.org
Site:https://king.com/

Due Date : 07-Feb-2016

laty lin | Deseription | Unit price | Amoun

2.00 | 643789 67.23 134.46
2.00 | 132323 45.14 90.28

Note: TAX:VAT (4.97%): 11.17 USD
This order is shipped through blue dart courier TOTAL : 230.09 USD

Total in words: two hundred and thi-
rty point zero nine
",PO Number :54,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.97%):  11.17 USD,INVOICE,TOTAL : 230.09 USD,"Total in words:  two hundred and thi-
rty point zero nine",Template3_Instance180.json
"BILL_TO:
Jeffrey Elliott
87074 Leslie Mission Suite 695
Chasehaven, RI 32588 US
Tel:+(068)426-2584
Email:rbailey@example.org
Site:http://howard-warner.net/",Date: 07-Aug-2008,Due Date : 02-Mar-2017,[],,Thank you for your business!,INVOICE ID INV/56-34/625,"TAX INVOICE

NK.NAG & CO,

Date: 07-Aug-2008
INVOICE ID INV/56-34/625
PO Number :17

BILL_TO:

Jeffrey Elliott

87074 Leslie Mission Suite 695
Chasehaven, RI 32588 US
Tel:+(068)426-2584
Email:rbailey@example.org
Site:http://howard-warner.net/

Due Date : 02-Mar-2017

356171 _| Look than. 11.82 11.82

13.00 | 434466 _| Able general strona. 49.84 149.52
[5.00 | 207197 69.06 345.30

TAX:VAT (6.50%): 32.93 EUR

Thank you for your business!
TOTAL : 519.61 EUR

Total in words: five hundred and ni-
neteen point six one
",PO Number :17,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 390.8898], [543.0, 318.8898]]}]]",TAX:VAT (6.50%):  32.93 EUR,TAX INVOICE,TOTAL : 519.61 EUR,"Total in words:  five hundred and ni-
neteen point six one",Template3_Instance181.json
"BILL_TO:
John Anderson
39939 Santos Manors
Moranland, WA 83743 US
Tel:+(240)184-6276
Email:summerskara@example.net
Site:http://holt.com/",Invoice Date: 10-Feb-2008,Due Date : 07-Jan-2010,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID INV44663226,"TAX INVOICE
NK.NAG & CO,

Invoice Date: 10-Feb-2008
INVOICE ID INV44663226
PO Number :98

BILL_TO:

John Anderson

39939 Santos Manors

Moranland, WA 83743 US
Tel:+(240)184-6276
Email:summerskara@example.net
Site:http://holt.com/

Due Date : 07-Jan-2010

laty lin | Deseription | Unit price | Amoun

12.00 | 308996 _| Radio finally. 31.28 62.56
11.00 1678223 35.81 35.81

. 0, .
Note: All payments to be made in cash. TAXVAT (4.74%): 4.66 EUR

Contact us for queries on these quotations. TOTAL : 99.12 EUR

Total in words: ninety-nine -
point one two
",PO Number :98,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 372.8898], [543.0, 318.8898]]}]]",TAX:VAT (4.74%):  4.66 EUR,TAX INVOICE,TOTAL : 99.12 EUR,"Total in words:  ninety-nine -
point one two",Template3_Instance182.json
"BILL_TO:
Connor Griffin
29616 Jillian Common
Elizabethland, GA 10406 US
Tel:+(081)071-9149
Email:david68@example.com
Site:http://olsen.com/",Invoice Date: 09-May-2012,Due Date : 13-Jun-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE ID 4898-304,"TAX INVOICE

NK.NAG & CO,

Invoice Date: 09-May-2012
INVOICE ID 4898-304
PO Number :06

BILL_TO:

Connor Griffin

29616 Jillian Common
Elizabethland, GA 10406 US
Tel:+(081)071-9149
Email:david68@example.com
Site:http://olsen.com/

Due Date : 13-Jun-2022

423346 _ | Across beat human. 18.98 75.92
16.00 | 708101 34.15 204.90

[4.00 | 213716 13.69 54.76
304784 _| Including amount. 80.30 481.80

829384 __| Enough professor school. 73.85 73.85

. 0, .
Note: All payments to be made in cash. TEMA (A AOEay OES

Contact us for queries on these quotations. TOTAL : 905.50 $

Total in words: nine hundred and-
five point five
",PO Number :06,"Kirk, Murphy and Daniels","[[{'bbox': [[3.0, 426.8898], [543.0, 318.8898]]}]]",TAX:VAT (3.40%):  30.31 $,TAX INVOICE,TOTAL : 905.50 $,"Total in words:  nine hundred and-
five point five",Template3_Instance183.json
