BUYER,DATE,INVOICE_INFO,LOGO,NOTE,NUMBER,OTHER,PO_NUMBER,SELLER_ADDRESS,SELLER_EMAIL,SELLER_NAME,SUB_TOTAL,TABLE,TAX,TOTAL,TOTAL_WORDS,_source_file
"Bill to:Kellie Patterson
7763 Robert Squares Suite 193
North Davidland, TN 78394 US
Tel:+(593)311-0519
Email:jonesrichard@example.org
Site:https://www.gomez.com/",Date: 28-Sep-1998,[],,Thank you for your business!,INVOICE # 7568-279,"Date: 28-Sep-1998

INVOICE # 7568-279
PO Number :90

Bill to:Kellie Patterson

7763 Robert Squares Suite 193
North Davidland, TN 78394 US
Tel:+(593)311-0519
Email:jonesrichard@example.org
Site:https://www.gomez.com/

379707 Should everyone set. 32.71 65.42

SUB_TOTAL : 192.20 USD
TAX:VAT (5.30%): 10.19 USD
BALANCE DUE : 199.47 USD

Total in words: one hundred and ninety-
-nine point four seven

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :90,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 192.20  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.30%):  10.19 USD,BALANCE DUE : 199.47 USD,"Total in words:  one hundred and ninety-
-nine point four seven",Template5_Instance159.json
"Buyer :Rhonda Mendez
7141 Sara Port Suite 644
North Jacobmouth, PW 57946 US
Tel:+(076)882-3565
Email:francojoseph@example.net
Site:https://www.griffith-fuentes.com/",Invoice Date: 20-Mar-1996,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV12210426,"Invoice Date: 20-Mar-1996

INVOICE ID INV12210426
PO Number :91

Buyer :Rhonda Mendez

7141 Sara Port Suite 644

North Jacobmouth, PW 57946 US
Tel:+(076)882-3565
Email:francojoseph@example.net
Site:https://www.griffith-fuentes.com/

695434 Window toward. 90.70 272.10
377191 So operation final. 59.67 298,35

324710 Game allow seat. 93.15 186.30
979107 Within field ten. 82.40 412.00

SUB_TOTAL : 1566.99 USD
TAX:VAT (3.54%): 55.45 USD
BALANCE DUE : 1597.52 USD

Total in words: one thousand, five hundred an-
d ninety-seven point five two

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :91,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1566.99  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.54%):  55.45 USD,BALANCE DUE : 1597.52 USD,"Total in words:  one thousand, five hundred an-
d ninety-seven point five two",Template5_Instance16.json
"Buyer :Jennifer Hall
8377 Harvey Knoll Suite 397
East Melissaview, PW 97183 US
Tel:+(163)829-8506
Email:dbarrett@example.net
Site:http://www.walker-smith.com/",Invoice Date: 08-May-1997,[],,Thank you for your business!,INVOICE ID 2304-814,"Invoice Date: 08-May-1997

INVOICE ID 2304-814
PO Number :49

Buyer :Jennifer Hall

8377 Harvey Knoll Suite 397

East Melissaview, PW 97183 US
Tel:+(163)829-8506
Email:dbarrett@example.net
Site:http:/www.walker-smith.com/

155438 Impact ready. 25.69 102.76

845119 Arrive popular commercial. 28.92 115.68
225571 Student citizen. 98.03 98.03

SUB_TOTAL : 613.80 EUR
TAX:VAT (6.49%): 39.86 EUR
BALANCE DUE : 625.12 EUR

Total in words: six hundred and twen-
ty-five point one two

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :49,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 613.80  EUR,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.49%):  39.86 EUR,BALANCE DUE : 625.12 EUR,"Total in words:  six hundred and twen-
ty-five point one two",Template5_Instance160.json
"Buyer :Timothy Carter
788 Mills Wall
Markland, OH 78801 US
Tel:+(982)510-3703
Email:alfred40@example.net
Site:https://www.smith-wagner.com/",Date: 17-Apr-2018,[],,Note:Total payment due in 14 days.,INVOICE ID INV/65-09/745,"Date: 17-Apr-2018

INVOICE ID INV/65-09/745
PO Number :12

Buyer :Timothy Carter

788 Mills Wall

Markland, OH 78801 US
Tel:+(982)510-3703
Email:alfred40@example.net
Site:https://www.smith-wagner.com/

417330 Protect simply. 97.63 195.26
16.00 | 627181 Political hotel them. 27.37 164.22

}6.00 | 269805 Medical fall dog. 46.36 278.16

SUB_TOTAL : 700.09 $
TAX:VAT (5.47%): 38.29 $
BALANCE DUE : 721.23 $

Total in words: seven hundred and twen-
ty-one point two three

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :12,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 700.09  $,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.47%):  38.29 $,BALANCE DUE : 721.23 $,"Total in words:  seven hundred and twen-
ty-one point two three",Template5_Instance161.json
"Buyer :Raymond Webb
587 Alexandra Port
Kristenbury, AK 74320 US
Tel:+(056)540-2647
Email:lopezheather@example.net
Site:http://juarez.com/",Date: 11-Sep-2013,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID 5Y3M5d-858,"Date: 11-Sep-2013

INVOICE ID 5Y3M5d-858
PO Number :38

Buyer :Raymond Webb

587 Alexandra Port

Kristenbury, AK 74320 US
Tel:+(056)540-2647
Email:lopezheather@example.net
Site:http://juarez.com/

3.00 202219 Type later itself. 29.64 88.92

SUB_TOTAL : 137.04 EUR
TAX:VAT (3.49%): 4.79 EUR
BALANCE DUE : 138.64 EUR

Total in words: one hundred and thirt-
y-eight point six four

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :38,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 137.04  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.49%):  4.79 EUR,BALANCE DUE : 138.64 EUR,"Total in words:  one hundred and thirt-
y-eight point six four",Template5_Instance162.json
"Bill to:Vincent Nguyen
137 Hughes Meadow
Zacharyberg, LA 86503 US
Tel:+(169)590-5075
Email:marklopez@example.net
Site:https://www.benton-leblanc.net/",Invoice Date: 22-Apr-1996,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 4Y5M2d-046,"Invoice Date: 22-Apr-1996

INVOICE # 4Y5M2d-046
PO Number :76

Bill to: Vincent Nguyen

137 Hughes Meadow

Zacharyberg, LA 86503 US
Tel:+(169)590-5075
Email:marklopez@example.net
Site:https://www.benton-leblanc.net/

757678 Image indicate. 95.36 381.44
}6.00 | 398088 Table follow. 41.82

}6.00 | 268867 Yet force plant. 64,37 386.22
}6.00 | 139186 Management think. 56.91 341.46
5.00 897399 Author person join. 93.54 467.70

SUB_TOTAL : 1618.64 USD
TAX:VAT (6.19%): 100.27 USD
BALANCE DUE : 1638.46 USD

Total in words: one thousand, six hundred an-
d thirty-eight point four six

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :76,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1618.64  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.19%):  100.27 USD,BALANCE DUE : 1638.46 USD,"Total in words:  one thousand, six hundred an-
d thirty-eight point four six",Template5_Instance163.json
"Bill to:Brian Savage
1303 Nicole Track
Lake Timtown, WA 53432 US
Tel:+(311)428-2935
Email:zacharylewis@example.org
Site:http://crawford.biz/",Date: 13-May-1993,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",INVOICE # 8698-237,"Date: 13-May-1993

INVOICE # 8698-237
PO Number :53

Bill to:Brian Savage

1303 Nicole Track

Lake Timtown, WA 53432 US
Tel:+(311)428-2935
Email:zacharylewis@example.org
Site:http://crawford.biz/

282977 Recent general receive. 92.33 276.99

712940 Something month. 11.49 11.49
}6.00 | 782262 Address contain. 11.04
4.00 163516 Law weight very. 97.27 389.08

SUB_TOTAL : 688.60 USD
TAX:VAT (4.42%): 30.45 USD
BALANCE DUE : 689.23 USD

Total in words: six hundred and eight-
y-nine point two three

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :53,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 688.60  USD,"[[{'bbox': [[7.0, 456.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.42%):  30.45 USD,BALANCE DUE : 689.23 USD,"Total in words:  six hundred and eight-
y-nine point two three",Template5_Instance164.json
"Buyer :Jose Edwards
766 Sharon Road Suite 997
Lake Lindsay, UT 51329 US
Tel:+(552)776-1668
Email:davidhumphrey@example.net
Site:https://hoffman.biz/",Invoice Date: 26-May-2011,[],,Thank you for your business!,Invoice number INV/67-99/527,"Invoice Date: 26-May-2011

Invoice number INV/67-99/527
PO Number :64

Buyer :Jose Edwards

766 Sharon Road Suite 997

Lake Lindsay, UT 51329 US
Tel:+(552)776-1668
Email:davidhumphrey@example.net
Site:https://hoffman.biz/

}6.00 | 948449 Story federal change. 38.91 233,46

881856 Behind happen. 77.67 310.68
447070 Network learn leg. 49.73 99.46

SUB_TOTAL : 643.60 $
TAX:VAT (6.86%): 44.16 $
BALANCE DUE : 676.88 $

Total in words: six hundred and sevent-
y-six point eight eight

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :64,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 643.60  $,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.86%):  44.16 $,BALANCE DUE : 676.88 $,"Total in words:  six hundred and sevent-
y-six point eight eight",Template5_Instance165.json
"Bill to:Shannon Davis
6110 Mark Cape Suite 565
North Deanna, MD 97549 US
Tel:+(017)441-7693
Email:wrussell@example.net
Site:http://beard.com/",Invoice Date: 13-Jun-2013,[],,Thank you for choosing us!,INVOICE ID INV18476408,"Invoice Date: 13-Jun-2013

INVOICE ID INV18476408
PO Number :78

Bill to: Shannon Davis

6110 Mark Cape Suite 565
North Deanna, MD 97549 US
Tel:+(017)441-7693
Email:wrussell@example.net
Site:http://beard.com/

020212 Cut since talk. 28.68 57.36
654658 Yard a president. 16.45
485771 Create car professional. 12.95 38.85

SUB_TOTAL : 262.78 EUR
TAX:VAT (3.39%): 8.91 EUR
BALANCE DUE : 261.52 EUR

Total in words: two hundred and sixt-
y-one point five two

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :78,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 262.78  EUR,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.39%):  8.91 EUR,BALANCE DUE : 261.52 EUR,"Total in words:  two hundred and sixt-
y-one point five two",Template5_Instance166.json
"Buyer :Laura Harper
299 Buchanan Flats
Jasmineside, PR 86385 US
Tel:+(687)552-6909
Email:qhunt@example.com
Site:https://baker.com/",Date: 25-Mar-1997,[],,Thank you for choosing us!,INVOICE # 2056-271,"Date: 25-Mar-1997

INVOICE # 2056-271
PO Number :57

Buyer :Laura Harper

299 Buchanan Flats
Jasmineside, PR 86385 US
Tel:+(687)552-6909
Email:qhunt@example.com
Site:https://baker.com/

602327 Old economic policy. 60.63 181.89
}6.00 | 543023 Boy finish. 33.27 199.62

633584 Candidate station important have. 85.54 427.70
703659 Article either investment. 78,48 156.96

SUB_TOTAL : 1009.61 USD
TAX:VAT (4.84%): 48.86 USD
BALANCE DUE : 1030.91 USD

Total in words: one thousand and th-
irty point nine one

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :57,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1009.61  USD,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.84%):  48.86 USD,BALANCE DUE : 1030.91 USD,"Total in words:  one thousand and th-
irty point nine one",Template5_Instance167.json
"Buyer :Daniel Mooney
8738 Fuller Mountain
North Brianton, NE 01374 US
Tel:+(876)020-2626
Email:sgraham@example.com
Site:https://fischer.com/",Date: 31-Jul-2002,[],,Thank you for choosing us!,INVOICE ID INV40317268,"Date: 31-Jul-2002

INVOICE ID INV40317268
PO Number :49

Buyer :Daniel Mooney

8738 Fuller Mountain

North Brianton, NE 01374 US
Tel:+(876)020-2626
Email:sgraham@example.com
Site:https://fischer.com/

494992 Though wife. 68.68 274.72

}6.00 | 495731 Herself whose. 97.19 583.14
4.00 841728 He time itself. 44.65 178.60

SUB_TOTAL : 1342.45 $
TAX:VAT (3.59%): 48.20 $
BALANCE DUE : 1363.67 $

Total in words: one thousand, three hundred a-
nd sixty-three point six seven

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :49,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1342.45  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.59%):  48.20 $,BALANCE DUE : 1363.67 $,"Total in words:  one thousand, three hundred a-
nd sixty-three point six seven",Template5_Instance168.json
"Bill to:Martha Cruz
287 Booth Island
Sherylfurt, CO 75672 US
Tel:+(971)595-7878
Email:debraperkins@example.net
Site:https://martinez.com/",Date: 30-Sep-2011,[],,"Note:
This order is shipped through blue dart courier",INVOICE ID INV/25-98/228,"Date: 30-Sep-2011

INVOICE ID INV/25-98/228
PO Number :01

Bill to:Martha Cruz

287 Booth Island

Sherylfurt, CO 75672 US
Tel:+(971)595-7878
Email:debraperkins@example.net
Site:https://martinez.com/

819441 Trouble police. 61.57 246,28
270232 Worry old. 31.20 62.40

SUB_TOTAL : 337.81 USD
TAX:VAT (6.42%): 21.69 USD
BALANCE DUE : 346.46 USD

Total in words: three hundred and for-
ty-six point four six

Note:
This order is shipped through blue dart courier

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :01,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 337.81  USD,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (6.42%):  21.69 USD,BALANCE DUE : 346.46 USD,"Total in words:  three hundred and for-
ty-six point four six",Template5_Instance169.json
"Buyer :Mrs. Dana Hays
35444 Brown Keys
Cooperport, VT 37515 US
Tel:+(568)743-7051
Email:blacksarah@example.com
Site:https://www.brennan-stewart.com/",Date: 07-Mar-1999,[],,Note:Total payment due in 14 days.,Invoice number 4Y7M9d-814,"Date: 07-Mar-1999

Invoice number 4Y7M9d-814
PO Number :62

Buyer :Mrs. Dana Hays

35444 Brown Keys

Cooperport, VT 37515 US
Tel:+(568)743-7051
Email:blacksarah@example.com
Site:https://www.brennan-stewart.com/

859532 No project born term. 13.95 13.95

842858 Cup certainly. 92.37 92.37
328129 Deep official environmental. 89.80 449.00

SUB_TOTAL : 555.32 $
TAX:VAT (5.90%): 32.78 $
BALANCE DUE : 577.38 $

Total in words: five hundred and seventy-
-seven point three eight

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :62,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 555.32  $,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.90%):  32.78 $,BALANCE DUE : 577.38 $,"Total in words:  five hundred and seventy-
-seven point three eight",Template5_Instance17.json
"Bill to:Eddie Oneal
383 Bailey Mission
Port Eddie, MP 30408 US
Tel:+(372)530-0386
Email:allison53@example.net
Site:https://roman.com/",Date: 12-Jan-1998,[],,Thank you for your business!,INVOICE # 1Y1M9d-452,"Date: 12-Jan-1998

INVOICE # 1Y1M9d-452
PO Number :99

Bill to:Eddie Oneal

383 Bailey Mission

Port Eddie, MP 30408 US
Tel:+(372)530-0386
Email:allison53@example.net
Site:https://roman.com/

237688 Player beautiful her. 16.96 67.84
052645 Media different. 34.01 68.02

SUB_TOTAL : 679.04 EUR
TAX:VAT (5.32%): 36.13 EUR
BALANCE DUE : 706.95 EUR

Total in words: seven hundred and -
six point nine five

Thank you for your business!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :99,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 679.04  EUR,"[[{'bbox': [[7.0, 438.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.32%):  36.13 EUR,BALANCE DUE : 706.95 EUR,"Total in words:  seven hundred and -
six point nine five",Template5_Instance170.json
"Bill to:Jessica George
2538 Bird Valleys
North Kara, MH 90233 US
Tel:+(641)858-0301
Email:reginaharrison@example.org
Site:http://www.haynes-hoover.net/",Invoice Date: 30-Jun-2018,[],,Thank you for choosing us!,Invoice number INV33276270,"Invoice Date: 30-Jun-2018

Invoice number INV33276270
PO Number :71

Bill to: Jessica George

2538 Bird Valleys

North Kara, MH 90233 US
Tel:+(641)858-0301
Email:reginaharrison@example.org
Site:http://www.haynes-hoover.net/

}6.00 | 101397 Reason professor huge. 87.62 525.72

SUB_TOTAL : 821.46 EUR
TAX:VAT (4.72%): 38.77 EUR
BALANCE DUE : 848.89 EUR

Total in words: eight hundred and forty-
-eight point eight nine

Thank you for choosing us!

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :71,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 821.46  EUR,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (4.72%):  38.77 EUR,BALANCE DUE : 848.89 EUR,"Total in words:  eight hundred and forty-
-eight point eight nine",Template5_Instance171.json
"Buyer :Lee Mckenzie
83310 Nicole Landing Apt. 714
North Brandonside, TN 04017 US
Tel:+(164)291-9620
Email:cynthia46@example.net
Site:http://www.garrett.org/",Date: 04-Sep-2019,[],,Note:Total payment due in 14 days.,INVOICE ID 9434-310,"Date: 04-Sep-2019

INVOICE ID 9434-310
PO Number :25

Buyer :Lee Mckenzie

83310 Nicole Landing Apt. 714
North Brandonside, TN 04017 US
Tel:+(164)291-9620
Email:cynthia46@example.net
Site:http://www.garrett.org/

16.00 | 768591 Real then. 43.87 263,22
059075 Than just. 67.50 337.50

928185 Foot one defense. 81.75 327.00
043759 Strategy table. 68.27 136.54

SUB_TOTAL : 1219.38 $
TAX:VAT (5.29%): 64.45 $
BALANCE DUE : 1266.64 $

Total in words: one thousand, two hundred a-
nd sixty-six point six four

Note:Total payment due in 14 days.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :25,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 1219.38  $,"[[{'bbox': [[7.0, 474.8898], [523.0, 366.8898]]}]]",TAX:VAT (5.29%):  64.45 $,BALANCE DUE : 1266.64 $,"Total in words:  one thousand, two hundred a-
nd sixty-six point six four",Template5_Instance172.json
"Buyer :Elaine Perry
188 Michael Ways
East Davidbury, KS 28017 US
Tel:+(478)061-5003
Email:jeffreyvincent@example.net
Site:http://www.hall.com/",Invoice Date: 30-Dec-1993,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.",Invoice number INV/04-04/509,"Invoice Date: 30-Dec-1993

Invoice number INV/04-04/509
PO Number :50

Buyer :Elaine Perry

188 Michael Ways

East Davidbury, KS 28017 US
Tel:+(478)061-5003
Email:jeffreyvincent@example.net
Site: http://www.hall.com/

SUB_TOTAL : 67.75 USD
TAX:VAT (3.58%): 2.42 USD
BALANCE DUE : 69.07 USD

Total in words: sixty-nine po-
int zero seven

Note: All payments to be made in cash.
Contact us for queries on these quotations.

Address:233 Foster Gardens
Johnburgh, ID 41900 US

ABC Enterprises Pvt. Ltd.
Email:paul73@example.com
",PO Number :50,"Address:233 Foster Gardens
Johnburgh, ID 41900 US",Email:paul73@example.com,Bailey Group,SUB_TOTAL : 67.75  USD,"[[{'bbox': [[7.0, 420.8898], [523.0, 366.8898]]}]]",TAX:VAT (3.58%):  2.42 USD,BALANCE DUE : 69.07 USD,"Total in words:  sixty-nine po-
int zero seven",Template5_Instance173.json
