BILL_TO,DATE,DISCOUNT,DUE_DATE,INVOICE_INFO,LOGO,NOTE,OTHER,SELLER_ADDRESS,SELLER_NAME,SUB_TOTAL,TABLE,TITLE,TOTAL,_source_file
"BILL_TO:
Carol Hester
21130 Ali Inlet
Laraburgh, MA 25073 US
Tel:+(286)917-7472
Email:lisa49@example.org
Site:https://www.hanson-santana.com/",Invoice Date: 10-Apr-2022,DISCOUNT(1.86%): (-)  7.89,Due Date : 19-Aug-2018,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Carol Hester

21130 Ali Inlet

Laraburgh, MA 25073 US
Tel:+(286)917-7472
Email:lisa49@example.org
Site:https://www.hanson-santana.com/

TOTAL : 445.23 EUR

Due Date : 19-Aug-2018

Invoice Date: 10-Apr-2022

Description QUANTITY PRICE
Little environmental bill. 2.00 $5.56

Manager them. 2.00 $89.86
Notice fast. 3.00 $62.84
Condition address choose. 1.00 $45.01

SUB_TOTAL : 424.37 EUR
DISCOUNT(1.86%): (-) 7.89

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 424.37  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 445.23 EUR,Template4_Instance28.json
"BILL_TO:
Tracy Smith
69573 Mitchell Orchard Suite 518
Janefurt, VA 54893 US
Tel:+(012)284-9794
Email:sharpjulie@example.net
Site:https://johnson.com/",Date: 15-Mar-2007,DISCOUNT(2.93%): (-)  1.06,Due Date : 17-Jan-2022,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Tracy Smith

69573 Mitchell Orchard Suite 518
Janefurt, VA 54893 US
Tel:+(012)284-9794
Email:sharpjulie@example.net
Site:https://johnson.com/

TOTAL : 36.65 $

Due Date : 17-Jan-2022

Date: 15-Mar-2007

Description QUANTITY PRICE
Modern lot none. 3.00 $9.55
Social may follow. 1.00 $7.48

SUB_TOTAL : 36.13 $
DISCOUNT(2.93%): (-) 1.06

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 36.13  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 36.65 $,Template4_Instance29.json
"BILL_TO:
Joshua Holt
456 Rebecca Ville Suite 970
North Joshua, PA 70961 US
Tel:+(684)588-5419
Email:christopherflores@example.net
Site:http://allen.org/",Invoice Date: 26-Nov-2005,DISCOUNT(4.52%): (-)  42.89,Due Date : 15-Sep-2008,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Joshua Holt

456 Rebecca Ville Suite 970

North Joshua, PA 70961 US
Tel:+(684)588-5419
Email:christopherflores@example.net
Site:http://allen.org/

TOTAL : 995.53 USD

Due Date : 15-Sep-2008

Invoice Date: 26-Nov-2005

Description QUANTITY PRICE
Board program. 6.00 $90.80
Late professional. 4.00 $29.59
According role authority. 3.00 $95.24

SUB_TOTAL : 948.88 USD
DISCOUNT(4.52%): (-) 42.89

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 948.88  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 995.53 USD,Template4_Instance3.json
"BILL_TO:
Amanda Wilcox
691 Turner Fords Suite 297
North Destinytown, LA 44273 US
Tel:+(277)639-1200
Email:claudiabolton@example.net
Site:http://griffin.com/",Date: 21-Sep-2000,DISCOUNT(1.93%): (-)  9.73,Due Date : 11-Dec-1995,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Amanda Wilcox

691 Turner Fords Suite 297

North Destinytown, LA 44273 US
Tel:+(277)639-1200
Email:claudiabolton@example.net
Site:http://griffin.com/

TOTAL : 519.85 EUR

Due Date : 11-Dec-1995

Date: 21-Sep-2000

Description QUANTITY PRICE
Rest ahead factor. 1.00 $6.50
Easy film. 5.00 $99.48

SUB_TOTAL : 503.90 EUR
DISCOUNT(1.93%): (-) 9.73

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 503.90  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 519.85 EUR,Template4_Instance30.json
"BILL_TO:
Cheryl Smith
277 Moore Summit Suite 936
Lake Pamelabury, AS 27412 US
Tel:+(700)251-5306
Email:williamshort@example.org
Site:http://bridges.com/",Invoice Date: 30-Jun-2021,DISCOUNT(2.28%): (-)  23.94,Due Date : 10-Nov-2010,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

BILL_TO:
Cheryl Smith

tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

277 Moore Summit Suite 936
Lake Pamelabury, AS 27412 US

Tel:+(700)251-5306

Email:williamshort@example.org

Site:http://bridges.com/

TOTAL : 1078.73 $

Due Date : 10-Nov-2010

Invoice Date: 30-Jun-2021

Description QUANTITY PRICE

Two single of. 6.00 $58.27

Pressure focus everyone. 3.00 $42.48

Interview tonight. 4.00 $89.19

Move brother kitchen. 1.00 $14.43

Sea family. 6.00 $33.66
SUB_TOTAL : 1050.21 $
DISCOUNT(2.28%): (-) 23.94

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1050.21  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 1078.73 $,Template4_Instance31.json
"BILL_TO:
Stephen Zimmerman
609 Brooke Port
West Aaron, IL 56860 US
Tel:+(483)292-5153
Email:harrishector@example.com
Site:http://www.johnson-ramirez.org/",Date: 14-Oct-2001,DISCOUNT(3.57%): (-)  22.85,Due Date : 02-Feb-2014,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 640.48 EUR
BILL_TO:
Stephen Zimmerman
609 Brooke Port Due Date : 02-Feb-2014

West Aaron, IL 56860 US
Tel:+(483)292-5153
Email:harrishector@example.com
Site:http://www.johnson-ramirez.org/

Date: 14-Oct-2001

Description QUANTITY PRICE
Dream stay city. 4.00 $47.32
Class out. 6.00 $40.03
Great town. 4.00 $29.51
Save Mrs what. 1.00 $92.66

SUB_TOTAL : 640.16 EUR
DISCOUNT(3.57%): (-) 22.85

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 640.16  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 640.48 EUR,Template4_Instance32.json
"BILL_TO:
Amy Keller
7970 Garza Orchard Suite 470
Harrisonfurt, NC 27185 US
Tel:+(789)553-0506
Email:haileydominguez@example.org
Site:http://rose.com/",Date: 13-Aug-2018,DISCOUNT(1.24%): (-)  3.46,Due Date : 29-Jun-2021,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

COMMERCIAL INVOICE TOTAL : 289.20 EUR
BILL_TO:
Amy Keller
7970 Garza Orchard Suite 470 Due Date : 29-Jun-2021

Harrisonfurt, NC 27185 US
Tel:+(789)553-0506
Email:haileydominguez@example.org
Site:http://rose.com/

Date: 13-Aug-2018

Description QUANTITY PRICE
Sound future rather expert. 2.00 $6.38
Wait student. 2.00 $59.08
Little hit each. 6.00 $8.73
May walk. 1.00 $95.63

SUB_TOTAL : 278.93 EUR
DISCOUNT(1.24%): (-) 3.46

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 278.93  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 289.20 EUR,Template4_Instance33.json
"BILL_TO:
William Kemp
023 Mann Hills
Port Alexandriafort, NV 10933 US
Tel:+(788)739-4955
Email:meredithklein@example.net
Site:https://moore.biz/",Date: 08-Jan-2000,DISCOUNT(1.37%): (-)  10.75,Due Date : 10-Apr-2000,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

BILL_TO:
William Kemp
023 Mann Hills

tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

Port Alexandriafort, NV 10933 US

Tel:+(788)739-4955

Email:meredithklein@example.net

Site:https://moore.biz/

TOTAL : 775.22 $

Due Date : 10-Apr-2000

Date: 08-Jan-2000

Description QUANTITY PRICE

White news suddenly. 2.00 $51.91

They similar modern. 1.00 $99.00

International thought. 3.00 $34.14

Practice cell. 5.00 $40.22

Power apply drop. 3.00 $92.77
SUB_TOTAL : 784.65 $
DISCOUNT(1.37%): (-) 10.75

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 784.65  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 775.22 $,Template4_Instance34.json
"BILL_TO:
Krystal Cole
53061 Murphy Lock
Patrickstad, AK 28840 US
Tel:+(057)996-6304
Email:antoniohenderson@example.net
Site:http://www.johnson-briggs.com/",Date: 04-Aug-2012,DISCOUNT(2.17%): (-)  4.11,Due Date : 26-Oct-2012,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Krystal Cole

53061 Murphy Lock

Patrickstad, AK 28840 US
Tel:+(057)996-6304
Email:antoniohenderson@example.net
Site:http:/www.johnson-briggs.com/

TOTAL : 196.09 USD

Due Date : 26-Oct-2012

Date: 04-Aug-2012

Description QUANTITY PRICE
Travel. 2.00 $53.54
Wife believe buy. 1.00 $82.13
SUB_TOTAL : 189.21 USD
DISCOUNT(2.17%): (-) 4.14
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 189.21  USD,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 196.09 USD,Template4_Instance35.json
"BILL_TO:
Margaret Clark
395 Thomas Views
North Jeff, OR 55332 US
Tel:+(290)714-3925
Email:patrick23@example.org
Site:https://buchanan.com/",Date: 07-Sep-2001,DISCOUNT(1.5%): (-)  6.51,Due Date : 03-May-2008,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Margaret Clark

395 Thomas Views

North Jeff, OR 55332 US
Tel:+(290)714-3925
Email:patrick23@example.org
Site:https://buchanan.com/

TOTAL : 447.67 $

Due Date : 03-May-2008

Date: 07-Sep-2001

Description QUANTITY PRICE
Sing. 2.00 $67.44
Development husband. 6.00 $49.85

SUB_TOTAL : 433.98 $
DISCOUNT(1.5%): (-) 6.51

Thank you for your business!

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 433.98  $,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 447.67 $,Template4_Instance36.json
"BILL_TO:
Brandon Smith
3705 Murray Inlet Suite 433
East Ryanland, AR 14956 US
Tel:+(478)611-1268
Email:daniel81@example.net
Site:https://www.duran-martin.com/",Invoice Date: 29-Jul-2001,DISCOUNT(1.83%): (-)  8.55,Due Date : 15-Mar-1999,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Brandon Smith

3705 Murray Inlet Suite 433

East Ryanland, AR 14956 US
Tel:+(478)611-1268
Email:daniel81@example.net
Site:https://www.duran-martin.com/

TOTAL : 476.18 $

Due Date : 15-Mar-1999

Invoice Date: 29-Jul-2001

Description QUANTITY PRICE
Reach. 1.00 $66.09
Suffer determine. 5.00 $12.35
Business mind still. 5.00 $16.16
Stock number adult. 6.00 $43.13

SUB_TOTAL : 467.42 $
DISCOUNT(1.83%): (-) 8.55

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 467.42  $,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 476.18 $,Template4_Instance37.json
"BILL_TO:
Abigail Harper
141 Stephanie Fall
Lake James, GA 08591 US
Tel:+(495)222-1897
Email:reginaldcooley@example.org
Site:https://www.jones.info/",Invoice Date: 25-Dec-2006,DISCOUNT(4.76%): (-)  37.51,Due Date : 06-Jul-2021,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 823.88 USD
BILL_TO:
Abigail Harper
141 Stephanie Fall Due Date : 06-Jul-2021

Lake James, GA 08591 US
Tel:+(495)222-1897
Email:reginaldcooley@example.org
Site:https://www.jones.info/

Invoice Date: 25-Dec-2006

Description QUANTITY PRICE
One write. 5.00 $41.59
Technology. 5.00 $77.91
Recognize scene ever. 3.00 $63.48

SUB_TOTAL : 787.94 USD
DISCOUNT(4.76%): (-) 37.51

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 787.94  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 823.88 USD,Template4_Instance38.json
"BILL_TO:
Jeffrey Key
623 Smith View Suite 923
Williamsstad, MA 96086 US
Tel:+(610)813-8347
Email:mendezjoseph@example.net
Site:http://www.flores-brown.com/",Date: 06-Jan-2017,DISCOUNT(1.95%): (-)  10.73,Due Date : 14-Aug-2015,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Jeffrey Key

623 Smith View Suite 923
Williamsstad, MA 96086 US
Tel:+(610)813-8347
Email:mendezjoseph@example.net
Site:http://www.flores-brown.com/

TOTAL : 572.14 USD

Due Date : 14-Aug-2015

Date: 06-Jan-2017

Description QUANTITY PRICE
Treat see. 2.00 $84.06
Risk many wide. 2.00 $70.54
Of recently. 6.00 $40.16
SUB_TOTAL : 550.16 USD
DISCOUNT(1.95%): (-) 10.73
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 550.16  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 572.14 USD,Template4_Instance39.json
"BILL_TO:
Amanda Turner
27865 Macias Cape Suite 902
Alexanderstad, MD 96980 US
Tel:+(925)061-9142
Email:hwagner@example.com
Site:http://garner-wilson.com/",Date: 08-Apr-2004,DISCOUNT(4.97%): (-)  52.93,Due Date : 11-May-2018,[],,Thank you for your business!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 1099.38 $
BILL_TO:
Amanda Turner
27865 Macias Cape Suite 902 Due Date : 11-May-2018

Alexanderstad, MD 96980 US
Tel:+(925)061-9142
Email:hwagner@example.com
Site:http://garner-wilson.com/

Date: 08-Apr-2004

Description QUANTITY PRICE
Approach marriage certain argue. 4.00 $84.69
Produce something worry. 3.00 $64.64
Whom side. 2.00 $8.40

Cost space. 4.00 $78.80
Beautiful worry. 3.00 $66.76

SUB_TOTAL : 1064.96 $
DISCOUNT(4.97%): (-) 52.93

Thank you for your business!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 1064.96  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 1099.38 $,Template4_Instance4.json
"BILL_TO:
Cody Murray
3428 Justin Overpass Apt. 953
West Erikashire, AS 62853 US
Tel:+(975)943-3959
Email:iashley@example.com
Site:http://www.williams-armstrong.net/",Invoice Date: 05-Nov-1995,DISCOUNT(2.0%): (-)  11.63,Due Date : 21-Jul-1998,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

COMMERCIAL INVOICE

BILL_TO:

Cody Murray

3428 Justin Overpass Apt. 953

West Erikashire, AS 62853 US
Tel:+(975)943-3959
Email:iashley@example.com
Site:http://www.williams-armstrong.net/

TOTAL : 592.27 EUR

Due Date : 21-Jul-1998

Invoice Date: 05-Nov-1995

Description QUANTITY PRICE
Prove hand trade. 5.00 $63.98
Top particularly either. 5.00 $52.30

SUB_TOTAL : 581.40 EUR
DISCOUNT(2.0%): (-) 11.63

Note:Total payment due in 14 days.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 581.40  EUR,"[[{'bbox': [[31.0, 443.8898], [581.0, 389.8898]]}]]",COMMERCIAL INVOICE,TOTAL : 592.27 EUR,Template4_Instance40.json
"BILL_TO:
Francisco Walker
5192 Sue Overpass
Shanehaven, WV 84914 US
Tel:+(221)053-8402
Email:onewman@example.com
Site:https://waters-berry.com/",Date: 24-Oct-2007,DISCOUNT(2.35%): (-)  18.83,Due Date : 05-Mar-2014,[],,Note:Total payment due in 14 days.,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 797.90 $
BILL_TO:
Francisco Walker
5192 Sue Overpass Due Date : 05-Mar-2014

Shanehaven, WV 84914 US
Tel:+(221)053-8402
Email:onewman@example.com
Site:https://waters-berry.com/

Date: 24-Oct-2007

Description QUANTITY PRICE
War edge picture. 5.00 $28.18
Standard. 5.00 $64.21
Shoulder amount mouth build. 3.00 $31.66
Most raise some. 6.00 $36.01
Network media. 4.00 $7.10

SUB_TOTAL : 801.39 $
DISCOUNT(2.35%): (-) 18.83

Note:Total payment due in 14 days.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 801.39  $,"[[{'bbox': [[31.0, 497.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 797.90 $,Template4_Instance41.json
"BILL_TO:
Patrick Christensen
099 Sharp Islands Suite 790
Aliciamouth, AS 75022 US
Tel:+(274)971-3694
Email:kimberly60@example.net
Site:http://www.rice.com/",Invoice Date: 30-Jan-2016,DISCOUNT(4.75%): (-)  33.05,Due Date : 25-Dec-2010,[],,"Note:
This order is shipped through blue dart courier","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE

BILL_TO:

Patrick Christensen

099 Sharp Islands Suite 790
Aliciamouth, AS 75022 US
Tel:+(274)971-3694

Email:kimberly60@example.net

Site:http://www.rice.com/

TOTAL : 700.11 USD

Due Date : 25-Dec-2010

Invoice Date: 30-Jan-2016

Description QUANTITY PRICE

Three majority down. 6.00 $1.64

Name radio individual trouble. 4.00 $44.08

Store show thousand else. 3.00 $76.14

Life. 3.00 $93.74
SUB_TOTAL : 695.80 USD
DISCOUNT(4.75%): (-) 33.05

Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 695.80  USD,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 700.11 USD,Template4_Instance42.json
"BILL_TO:
Joshua Patterson
430 Cisneros Fords
Stevensonchester, VI 47000 US
Tel:+(708)101-7485
Email:justingray@example.net
Site:https://stephens.com/",Invoice Date: 02-Jun-1996,DISCOUNT(4.55%): (-)  42.58,Due Date : 03-Nov-2000,[],,"Note:
This order is shipped through blue dart courier","TAX INVOICE

BILL_TO:
Joshua Patterson
430 Cisneros Fords

tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

Stevensonchester, VI 47000 US

Tel:+(708)101-7485

Email:justingray@example.net

Site:https://stephens.com/

TOTAL : 967.55 USD

Due Date : 03-Nov-2000

Invoice Date: 02-Jun-1996

Description QUANTITY PRICE
Hundred charge still new. 6.00 $81.38
Drop commercial leave. 5.00 $78.16
President moment. 2.00 $28.38
SUB_TOTAL : 935.84 USD
DISCOUNT(4.55%): (-) 42.58
Note:

This order is shipped through blue dart courier

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 935.84  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 967.55 USD,Template4_Instance43.json
"BILL_TO:
Susan Lopez
480 Frederick Mill Suite 920
Fordland, FL 04649 US
Tel:+(346)137-0545
Email:hilljason@example.com
Site:http://www.meyers.com/",Date: 26-Jul-2009,DISCOUNT(3.92%): (-)  11.16,Due Date : 26-May-2017,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

INVOICE TOTAL : 293.10 USD
BILL_TO:
Susan Lopez
480 Frederick Mill Suite 920 Due Date : 26-May-2017

Fordland, FL 04649 US
Tel:+(346)137-0545
Email:hilljason@example.com
Site:http:/(www.meyers.com/

Date: 26-Jul-2009

Description QUANTITY PRICE
Recognize out. 3.00 $4.43
Town gas wind. 3.00 $89.18
Win win. 1.00 $3.80

SUB_TOTAL : 284.63 USD
DISCOUNT(3.92%): (-) 11.16

Note: All payments to be made in cash.
Contact us for queries on these quotations.
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 284.63  USD,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 293.10 USD,Template4_Instance44.json
"BILL_TO:
Denise Campbell
18807 Arthur Dale
Hughesberg, NM 70055 US
Tel:+(979)808-9432
Email:brianna26@example.com
Site:https://www.wiggins-zimmerman.com/",Date: 22-Sep-2001,DISCOUNT(1.99%): (-)  12.69,Due Date : 03-Jul-2006,[],,"Note: All payments to be made in cash.
Contact us for queries on these quotations.","tere hoover desien

Address:2180 Michael Ridges Apt. 385

Port Lindsey, MP 98258 US

INVOICE

BILL_TO:

Denise Campbell

18807 Arthur Dale

Hughesberg, NM 70055 US
Tel:+(979)808-9432
Email:brianna26@example.com
Site:https://www.wiggins-zimmerman.com/

TOTAL : 650.39 EUR

Due Date : 03-Jul-2006

Date: 22-Sep-2001

Description QUANTITY PRICE
Approach whole responsibility. 2.00 $13.50
Safe laugh. 5.00 $78.72
How stop training. 5.00 $43.46

SUB_TOTAL : 637.90 EUR
DISCOUNT(1.99%): (-) 12.69

Note: All payments to be made in cash.
Contact us for queries on these quotations.

","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 637.90  EUR,"[[{'bbox': [[31.0, 461.8898], [581.0, 389.8898]]}]]",INVOICE,TOTAL : 650.39 EUR,Template4_Instance45.json
"BILL_TO:
Elizabeth Richardson
915 Moore Inlet Suite 168
North Steven, MO 76985 US
Tel:+(910)047-5813
Email:jeffrey99@example.net
Site:http://www.bowers.com/",Date: 24-Nov-2010,DISCOUNT(4.9%): (-)  32.08,Due Date : 05-Sep-2020,[],,Thank you for choosing us!,"tere hoover desien

Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US

TAX INVOICE TOTAL : 650.52 EUR
BILL_TO:
Elizabeth Richardson
915 Moore Inlet Suite 168 Due Date : 05-Sep-2020

North Steven, MO 76985 US
Tel:+(910)047-5813
Email:jeffrey99@example.net
Site:http:/}www.bowers.com/

Date: 24-Nov-2010

Description QUANTITY PRICE
Factor east ready itself. 1.00 $61.71
Support reveal. 4.00 $92.68
Expect pass. 4.00 $3.55

Claim between majority. 3.00 $69.38

SUB_TOTAL : 654.77 EUR
DISCOUNT(4.9%): (-) 32.08

Thank you for choosing us!
","Address:2180 Michael Ridges Apt. 385
Port Lindsey, MP 98258 US",Huff-Bryan,SUB_TOTAL : 654.77  EUR,"[[{'bbox': [[31.0, 479.8898], [581.0, 389.8898]]}]]",TAX INVOICE,TOTAL : 650.52 EUR,Template4_Instance46.json
